date,time,latitude,longitude,bearing,speed,altitude,temperature,pressure
06/25/2017,09:44:36,+045.09377,-074.37628,0347,0000,+000060,+014.6,100695
06/25/2017,09:44:42,+045.09377,-074.37629,0347,0000,+000061,+014.6,100690
06/25/2017,09:44:48,+045.09377,-074.37629,0347,0000,+000061,+014.6,100688
06/25/2017,09:44:54,+045.09376,-074.37628,0347,0000,+000061,+014.7,100695
06/25/2017,09:45:00,+045.09376,-074.37628,0347,0000,+000061,+014.7,100693
06/25/2017,09:45:06,+045.09376,-074.37628,0347,0000,+000061,+014.6,100689
06/25/2017,09:45:12,+045.09376,-074.37628,0347,0000,+000061,+014.6,100681
06/25/2017,09:45:18,+045.09376,-074.37628,0347,0000,+000061,+014.6,100685
06/25/2017,09:45:24,+045.09376,-074.37628,0347,0000,+000061,+014.6,100690
06/25/2017,09:45:30,+045.09376,-074.37628,0347,0000,+000061,+014.6,100685
06/25/2017,09:45:36,+045.09376,-074.37628,0347,0000,+000062,+014.6,100694
06/25/2017,09:45:42,+045.09376,-074.37628,0347,0000,+000062,+014.6,100690
06/25/2017,09:45:48,+045.09376,-074.37628,0347,0000,+000062,+014.6,100696
06/25/2017,09:45:54,+045.09376,-074.37628,0347,0000,+000062,+014.6,100689
06/25/2017,09:46:00,+045.09376,-074.37628,0347,0000,+000062,+014.6,100691
06/25/2017,09:46:06,+045.09376,-074.37628,0347,0000,+000062,+014.6,100698
06/25/2017,09:46:12,+045.09376,-074.37628,0347,0000,+000062,+014.6,100683
06/25/2017,09:46:18,+045.09376,-074.37628,0347,0000,+000062,+014.6,100691
06/25/2017,09:46:24,+045.09376,-074.37628,0347,0000,+000062,+014.6,100686
06/25/2017,09:46:30,+045.09376,-074.37628,0347,0000,+000062,+014.5,100692
06/25/2017,09:46:36,+045.09376,-074.37628,0347,0000,+000062,+014.5,100691
06/25/2017,09:46:42,+045.09376,-074.37628,0347,0000,+000062,+014.5,100688
06/25/2017,09:46:48,+045.09376,-074.37628,0347,0000,+000062,+014.4,100692
06/25/2017,09:46:54,+045.09376,-074.37628,0347,0000,+000062,+014.4,100691
06/25/2017,09:47:00,+045.09375,-074.37628,0347,0000,+000062,+014.4,100691
06/25/2017,09:47:06,+045.09375,-074.37628,0347,0000,+000062,+014.4,100688
06/25/2017,09:47:12,+045.09375,-074.37628,0347,0000,+000062,+014.4,100688
06/25/2017,09:47:18,+045.09375,-074.37629,0347,0000,+000062,+014.4,100694
06/25/2017,09:47:24,+045.09375,-074.37629,0347,0000,+000062,+014.4,100697
06/25/2017,09:47:30,+045.09374,-074.37630,0347,0000,+000062,+014.3,100687
06/25/2017,09:47:36,+045.09374,-074.37630,0347,0000,+000062,+014.3,100693
06/25/2017,09:47:42,+045.09374,-074.37630,0347,0000,+000062,+014.3,100690
06/25/2017,09:47:48,+045.09374,-074.37630,0347,0000,+000062,+014.3,100705
06/25/2017,09:47:54,+045.09374,-074.37630,0347,0000,+000062,+014.3,100695
06/25/2017,09:48:00,+045.09374,-074.37630,0347,0000,+000062,+014.3,100691
06/25/2017,09:48:06,+045.09374,-074.37630,0347,0000,+000062,+014.3,100696
06/25/2017,09:48:12,+045.09374,-074.37630,0347,0000,+000062,+014.3,100698
06/25/2017,09:48:18,+045.09374,-074.37630,0347,0000,+000062,+014.3,100698
06/25/2017,09:48:24,+045.09374,-074.37630,0347,0000,+000062,+014.3,100701
06/25/2017,09:48:30,+045.09374,-074.37630,0347,0000,+000062,+014.4,100699
06/25/2017,09:48:36,+045.09374,-074.37628,0002,0000,+000062,+014.4,100694
06/25/2017,09:48:42,+045.09375,-074.37628,0016,0000,+000062,+014.5,100690
06/25/2017,09:48:48,+045.09375,-074.37629,0016,0000,+000061,+014.5,100695
06/25/2017,09:48:54,+045.09375,-074.37629,0016,0000,+000061,+014.5,100692
06/25/2017,09:49:00,+045.09375,-074.37629,0016,0000,+000061,+014.5,100696
06/25/2017,09:49:06,+045.09375,-074.37629,0016,0000,+000061,+014.5,100692
06/25/2017,09:49:12,+045.09374,-074.37629,0016,0000,+000061,+014.6,100695
06/25/2017,09:49:18,+045.09374,-074.37629,0016,0000,+000061,+014.6,100694
06/25/2017,09:49:24,+045.09374,-074.37629,0016,0000,+000061,+014.6,100696
06/25/2017,09:49:30,+045.09374,-074.37629,0016,0000,+000061,+014.6,100703
06/25/2017,09:49:36,+045.09374,-074.37630,0016,0000,+000061,+014.6,100696
06/25/2017,09:49:42,+045.09374,-074.37631,0016,0000,+000061,+014.6,100692
06/25/2017,09:49:48,+045.09374,-074.37631,0016,0000,+000061,+014.6,100696
06/25/2017,09:49:54,+045.09374,-074.37631,0016,0000,+000062,+014.6,100696
06/25/2017,09:50:00,+045.09374,-074.37631,0016,0000,+000062,+014.6,100687
06/25/2017,09:50:06,+045.09374,-074.37631,0016,0000,+000062,+014.6,100693
06/25/2017,09:50:12,+045.09374,-074.37631,0016,0000,+000062,+014.7,100694
06/25/2017,09:50:18,+045.09374,-074.37631,0016,0000,+000062,+014.6,100685
06/25/2017,09:50:24,+045.09374,-074.37631,0016,0000,+000062,+014.6,100696
06/25/2017,09:50:30,+045.09374,-074.37631,0016,0000,+000062,+014.6,100695
06/25/2017,09:50:36,+045.09375,-074.37631,0031,0001,+000062,+014.7,100690
06/25/2017,09:50:42,+045.09375,-074.37631,0031,0000,+000062,+014.7,100685
06/25/2017,09:50:48,+045.09375,-074.37630,0031,0000,+000062,+014.7,100689
06/25/2017,09:50:54,+045.09375,-074.37630,0031,0000,+000062,+014.7,100690
06/25/2017,09:51:00,+045.09375,-074.37630,0031,0000,+000062,+014.6,100695
06/25/2017,09:51:06,+045.09375,-074.37630,0031,0000,+000062,+014.6,100688
06/25/2017,09:51:12,+045.09375,-074.37630,0031,0000,+000062,+014.7,100694
06/25/2017,09:51:18,+045.09375,-074.37630,0031,0000,+000062,+014.7,100683
06/25/2017,09:51:24,+045.09375,-074.37630,0031,0000,+000062,+014.8,100685
06/25/2017,09:51:30,+045.09375,-074.37630,0031,0000,+000062,+014.8,100695
06/25/2017,09:51:36,+045.09376,-074.37630,0031,0000,+000062,+014.8,100683
06/25/2017,09:51:42,+045.09376,-074.37630,0031,0000,+000062,+014.9,100667
06/25/2017,09:51:48,+045.09376,-074.37630,0031,0000,+000062,+014.9,100665
06/25/2017,09:51:54,+045.09376,-074.37629,0031,0000,+000062,+014.9,100661
06/25/2017,09:52:00,+045.09376,-074.37629,0031,0000,+000062,+014.8,100692
06/25/2017,09:52:06,+045.09376,-074.37629,0031,0000,+000062,+014.8,100670
06/25/2017,09:52:12,+045.09376,-074.37629,0031,0000,+000062,+014.8,100684
06/25/2017,09:52:18,+045.09376,-074.37629,0031,0000,+000062,+014.8,100677
06/25/2017,09:52:24,+045.09376,-074.37629,0031,0000,+000062,+014.7,100688
06/25/2017,09:52:30,+045.09376,-074.37629,0031,0000,+000062,+014.7,100680
06/25/2017,09:52:36,+045.09377,-074.37629,0022,0001,+000062,+014.7,100669
06/25/2017,09:52:42,+045.09377,-074.37629,0022,0000,+000062,+014.7,100662
06/25/2017,09:52:48,+045.09377,-074.37629,0022,0000,+000062,+014.6,100690
06/25/2017,09:52:54,+045.09377,-074.37629,0022,0000,+000062,+014.6,100689
06/25/2017,09:53:00,+045.09377,-074.37629,0022,0000,+000062,+014.7,100699
06/25/2017,09:53:06,+045.09377,-074.37629,0022,0000,+000062,+014.8,100686
06/25/2017,09:53:12,+045.09377,-074.37629,0022,0000,+000062,+014.8,100695
06/25/2017,09:53:18,+045.09377,-074.37629,0022,0000,+000062,+014.9,100676
06/25/2017,09:53:24,+045.09377,-074.37629,0022,0000,+000062,+014.8,100687
06/25/2017,09:53:30,+045.09377,-074.37629,0022,0000,+000062,+014.8,100683
06/25/2017,09:53:36,+045.09376,-074.37628,0085,0001,+000062,+014.9,100689
06/25/2017,09:53:42,+045.09376,-074.37628,0085,0000,+000062,+014.8,100689
06/25/2017,09:53:48,+045.09376,-074.37628,0085,0000,+000062,+014.8,100689
06/25/2017,09:53:54,+045.09376,-074.37628,0085,0000,+000062,+014.8,100693
06/25/2017,09:54:00,+045.09376,-074.37628,0085,0000,+000062,+014.8,100687
06/25/2017,09:54:06,+045.09377,-074.37628,0085,0000,+000062,+014.8,100661
06/25/2017,09:54:12,+045.09377,-074.37628,0085,0000,+000062,+014.8,100676
06/25/2017,09:54:18,+045.09377,-074.37628,0085,0000,+000062,+014.9,100665
06/25/2017,09:54:24,+045.09377,-074.37628,0085,0000,+000062,+015.0,100671
06/25/2017,09:54:30,+045.09377,-074.37628,0085,0000,+000062,+015.0,100673
06/25/2017,09:54:36,+045.09376,-074.37628,0085,0000,+000062,+015.1,100681
06/25/2017,09:54:42,+045.09376,-074.37628,0085,0000,+000062,+015.1,100669
06/25/2017,09:54:48,+045.09376,-074.37628,0085,0000,+000061,+015.2,100691
06/25/2017,09:54:54,+045.09376,-074.37628,0085,0000,+000061,+015.3,100672
06/25/2017,09:55:00,+045.09376,-074.37628,0085,0000,+000061,+015.4,100667
06/25/2017,09:55:06,+045.09376,-074.37628,0085,0000,+000061,+015.5,100689
06/25/2017,09:55:12,+045.09376,-074.37628,0085,0000,+000061,+015.6,100673
06/25/2017,09:55:18,+045.09376,-074.37628,0085,0000,+000061,+015.6,100668
06/25/2017,09:55:24,+045.09376,-074.37628,0085,0000,+000061,+015.6,100666
06/25/2017,09:55:30,+045.09376,-074.37628,0085,0000,+000061,+015.6,100664
06/25/2017,09:55:36,+045.09376,-074.37628,0085,0000,+000061,+015.7,100658
06/25/2017,09:55:42,+045.09376,-074.37628,0085,0000,+000061,+015.8,100672
06/25/2017,09:55:48,+045.09376,-074.37628,0085,0000,+000061,+015.9,100661
06/25/2017,09:55:54,+045.09376,-074.37628,0085,0000,+000061,+016.1,100653
06/25/2017,09:56:00,+045.09376,-074.37628,0085,0000,+000061,+016.2,100658
06/25/2017,09:56:06,+045.09376,-074.37628,0085,0000,+000061,+016.3,100657
06/25/2017,09:56:12,+045.09376,-074.37628,0085,0000,+000061,+016.3,100683
06/25/2017,09:56:18,+045.09376,-074.37628,0085,0000,+000061,+016.3,100689
06/25/2017,09:56:24,+045.09376,-074.37628,0085,0000,+000061,+016.3,100684
06/25/2017,09:56:30,+045.09376,-074.37628,0085,0000,+000061,+016.2,100687
06/25/2017,09:56:36,+045.09376,-074.37628,0085,0000,+000061,+016.1,100682
06/25/2017,09:56:42,+045.09376,-074.37628,0085,0000,+000061,+016.1,100682
06/25/2017,09:56:48,+045.09376,-074.37628,0085,0000,+000061,+016.0,100682
06/25/2017,09:56:54,+045.09376,-074.37628,0085,0000,+000061,+016.0,100669
06/25/2017,09:57:00,+045.09376,-074.37628,0085,0000,+000061,+016.0,100659
06/25/2017,09:57:06,+045.09376,-074.37628,0085,0000,+000061,+016.0,100663
06/25/2017,09:57:12,+045.09376,-074.37628,0085,0000,+000061,+016.2,100663
06/25/2017,09:57:18,+045.09376,-074.37628,0085,0000,+000061,+016.3,100655
06/25/2017,09:57:24,+045.09376,-074.37628,0085,0000,+000061,+016.4,100651
06/25/2017,09:57:30,+045.09376,-074.37628,0085,0000,+000061,+016.5,100665
06/25/2017,09:57:36,+045.09376,-074.37627,0085,0000,+000061,+016.6,100668
06/25/2017,09:57:42,+045.09376,-074.37627,0085,0000,+000061,+016.6,100657
06/25/2017,09:57:48,+045.09376,-074.37628,0085,0000,+000061,+016.8,100655
06/25/2017,09:57:54,+045.09376,-074.37628,0085,0000,+000061,+016.8,100644
06/25/2017,09:58:00,+045.09377,-074.37628,0085,0000,+000061,+016.9,100656
06/25/2017,09:58:06,+045.09377,-074.37628,0085,0000,+000061,+017.0,100654
06/25/2017,09:58:12,+045.09377,-074.37628,0085,0000,+000061,+017.0,100638
06/25/2017,09:58:18,+045.09377,-074.37628,0085,0000,+000061,+017.0,100642
06/25/2017,09:58:24,+045.09377,-074.37628,0085,0000,+000061,+017.0,100642
06/25/2017,09:58:30,+045.09377,-074.37628,0085,0000,+000061,+017.0,100650
06/25/2017,09:58:36,+045.09376,-074.37628,0085,0000,+000061,+017.0,100640
06/25/2017,09:58:42,+045.09376,-074.37628,0085,0000,+000061,+017.0,100636
06/25/2017,09:58:48,+045.09376,-074.37628,0085,0000,+000061,+016.9,100670
06/25/2017,09:58:54,+045.09376,-074.37628,0085,0000,+000061,+016.9,100641
06/25/2017,09:59:00,+045.09376,-074.37629,0085,0000,+000061,+016.8,100630
06/25/2017,09:59:06,+045.09376,-074.37631,0015,0000,+000061,+016.7,100643
06/25/2017,09:59:12,+045.09376,-074.37631,0015,0000,+000061,+016.6,100640
06/25/2017,09:59:18,+045.09375,-074.37630,0035,0000,+000061,+016.5,100637
06/25/2017,09:59:24,+045.09376,-074.37629,0038,0000,+000062,+016.3,100650
06/25/2017,09:59:30,+045.09376,-074.37629,0038,0000,+000062,+016.1,100647
06/25/2017,09:59:36,+045.09375,-074.37628,0038,0001,+000062,+016.1,100652
06/25/2017,09:59:42,+045.09375,-074.37629,0038,0000,+000062,+016.2,100649
06/25/2017,09:59:48,+045.09375,-074.37629,0038,0000,+000062,+016.3,100646
06/25/2017,09:59:54,+045.09375,-074.37629,0038,0000,+000062,+016.4,100647
06/25/2017,10:00:00,+045.09375,-074.37629,0038,0000,+000062,+016.5,100643
06/25/2017,10:00:06,+045.09375,-074.37629,0038,0000,+000062,+016.5,100656
06/25/2017,10:00:12,+045.09375,-074.37629,0038,0000,+000062,+016.6,100651
06/25/2017,10:00:18,+045.09375,-074.37629,0038,0000,+000062,+016.7,100642
06/25/2017,10:00:24,+045.09375,-074.37629,0038,0000,+000062,+016.8,100647
06/25/2017,10:00:30,+045.09375,-074.37629,0038,0000,+000062,+016.9,100638
06/25/2017,10:00:36,+045.09374,-074.37628,0038,0000,+000062,+016.9,100640
06/25/2017,10:00:42,+045.09374,-074.37629,0038,0000,+000062,+016.9,100648
06/25/2017,10:00:48,+045.09375,-074.37629,0038,0000,+000062,+016.9,100648
06/25/2017,10:00:54,+045.09375,-074.37629,0038,0000,+000062,+016.9,100645
06/25/2017,10:01:00,+045.09375,-074.37629,0038,0000,+000062,+016.9,100635
06/25/2017,10:01:06,+045.09375,-074.37629,0038,0000,+000062,+017.0,100642
06/25/2017,10:01:12,+045.09375,-074.37629,0038,0000,+000062,+017.0,100641
06/25/2017,10:01:18,+045.09375,-074.37629,0038,0000,+000062,+017.0,100640
06/25/2017,10:01:24,+045.09375,-074.37629,0038,0000,+000062,+017.0,100649
06/25/2017,10:01:30,+045.09375,-074.37629,0038,0000,+000062,+017.1,100640
06/25/2017,10:01:36,+045.09375,-074.37628,0038,0000,+000062,+017.1,100649
06/25/2017,10:01:42,+045.09375,-074.37628,0038,0000,+000062,+017.1,100646
06/25/2017,10:01:48,+045.09376,-074.37628,0038,0000,+000062,+017.1,100641
06/25/2017,10:01:54,+045.09376,-074.37628,0038,0000,+000062,+017.1,100651
06/25/2017,10:02:00,+045.09376,-074.37628,0038,0000,+000062,+017.2,100635
06/25/2017,10:02:06,+045.09376,-074.37628,0038,0000,+000062,+017.3,100634
06/25/2017,10:02:12,+045.09376,-074.37628,0038,0000,+000062,+017.3,100634
06/25/2017,10:02:18,+045.09376,-074.37628,0038,0000,+000062,+017.2,100637
06/25/2017,10:02:24,+045.09377,-074.37628,0038,0000,+000062,+017.1,100647
06/25/2017,10:02:30,+045.09377,-074.37628,0038,0000,+000062,+017.0,100665
06/25/2017,10:02:36,+045.09376,-074.37627,0038,0000,+000062,+017.0,100669
06/25/2017,10:02:42,+045.09376,-074.37628,0038,0000,+000062,+016.9,100678
06/25/2017,10:02:48,+045.09376,-074.37628,0038,0000,+000062,+016.9,100672
06/25/2017,10:02:54,+045.09376,-074.37628,0038,0000,+000062,+016.9,100669
06/25/2017,10:03:00,+045.09376,-074.37628,0038,0000,+000062,+016.9,100675
06/25/2017,10:03:06,+045.09376,-074.37628,0038,0000,+000062,+016.9,100678
06/25/2017,10:03:12,+045.09376,-074.37628,0038,0000,+000062,+016.9,100678
06/25/2017,10:03:18,+045.09376,-074.37628,0038,0000,+000062,+016.9,100675
06/25/2017,10:03:24,+045.09376,-074.37628,0038,0000,+000062,+016.9,100677
06/25/2017,10:03:30,+045.09376,-074.37628,0038,0000,+000062,+016.9,100671
06/25/2017,10:03:36,+045.09376,-074.37628,0038,0000,+000062,+016.9,100682
06/25/2017,10:03:42,+045.09376,-074.37628,0038,0000,+000062,+016.9,100676
06/25/2017,10:03:48,+045.09376,-074.37628,0038,0000,+000062,+016.9,100670
06/25/2017,10:03:54,+045.09376,-074.37628,0038,0000,+000062,+016.9,100674
06/25/2017,10:04:00,+045.09376,-074.37628,0038,0000,+000062,+017.0,100671
06/25/2017,10:04:06,+045.09376,-074.37628,0038,0000,+000062,+017.0,100674
06/25/2017,10:04:12,+045.09376,-074.37628,0038,0000,+000062,+017.0,100671
06/25/2017,10:04:18,+045.09376,-074.37628,0038,0000,+000062,+017.0,100683
06/25/2017,10:04:24,+045.09376,-074.37628,0038,0000,+000062,+017.0,100679
06/25/2017,10:04:30,+045.09376,-074.37628,0038,0000,+000062,+017.1,100674
06/25/2017,10:04:36,+045.09377,-074.37627,0038,0000,+000062,+017.1,100682
06/25/2017,10:04:42,+045.09377,-074.37628,0038,0000,+000062,+017.1,100671
06/25/2017,10:04:48,+045.09377,-074.37626,0038,0000,+000062,+017.1,100676
06/25/2017,10:04:54,+045.09377,-074.37627,0038,0000,+000062,+017.2,100674
06/25/2017,10:05:00,+045.09377,-074.37627,0038,0000,+000062,+017.2,100683
06/25/2017,10:05:06,+045.09377,-074.37627,0038,0000,+000062,+017.2,100680
06/25/2017,10:05:12,+045.09377,-074.37627,0038,0000,+000062,+017.2,100673
06/25/2017,10:05:18,+045.09377,-074.37627,0038,0000,+000062,+017.3,100673
06/25/2017,10:05:24,+045.09377,-074.37627,0038,0000,+000062,+017.3,100673
06/25/2017,10:05:30,+045.09377,-074.37627,0038,0000,+000062,+017.3,100674
06/25/2017,10:05:36,+045.09376,-074.37626,0038,0000,+000062,+017.3,100670
06/25/2017,10:05:42,+045.09376,-074.37626,0038,0000,+000062,+017.3,100672
06/25/2017,10:05:48,+045.09376,-074.37626,0038,0000,+000062,+017.3,100670
06/25/2017,10:05:54,+045.09376,-074.37626,0038,0000,+000062,+017.3,100673
06/25/2017,10:06:00,+045.09376,-074.37626,0038,0000,+000062,+017.3,100670
06/25/2017,10:06:06,+045.09376,-074.37626,0038,0000,+000062,+017.3,100673
06/25/2017,10:06:12,+045.09376,-074.37625,0038,0000,+000062,+017.3,100681
06/25/2017,10:06:18,+045.09375,-074.37625,0038,0000,+000062,+017.3,100677
06/25/2017,10:06:24,+045.09375,-074.37625,0038,0000,+000062,+017.3,100674
06/25/2017,10:06:30,+045.09375,-074.37625,0038,0000,+000062,+017.3,100679
06/25/2017,10:06:36,+045.09375,-074.37625,0038,0000,+000062,+017.3,100675
06/25/2017,10:06:42,+045.09375,-074.37625,0038,0000,+000062,+017.3,100666
06/25/2017,10:06:48,+045.09372,-074.37622,0138,0000,+000062,+017.4,100683
06/25/2017,10:06:54,+045.09372,-074.37622,0138,0000,+000062,+017.4,100684
06/25/2017,10:07:00,+045.09372,-074.37622,0138,0000,+000062,+017.5,100679
06/25/2017,10:07:06,+045.09372,-074.37622,0138,0000,+000062,+017.5,100684
06/25/2017,10:07:12,+045.09372,-074.37622,0138,0000,+000062,+017.5,100683
06/25/2017,10:07:18,+045.09372,-074.37622,0138,0000,+000062,+017.5,100677
06/25/2017,10:07:24,+045.09373,-074.37622,0138,0000,+000062,+017.5,100682
06/25/2017,10:07:30,+045.09373,-074.37622,0138,0000,+000062,+017.5,100689
06/25/2017,10:07:36,+045.09373,-074.37622,0138,0000,+000062,+017.5,100686
06/25/2017,10:07:42,+045.09373,-074.37622,0138,0000,+000062,+017.5,100674
06/25/2017,10:07:48,+045.09373,-074.37622,0138,0000,+000062,+017.5,100674
06/25/2017,10:07:54,+045.09373,-074.37622,0138,0000,+000062,+017.6,100678
06/25/2017,10:08:00,+045.09373,-074.37622,0138,0000,+000062,+017.6,100678
06/25/2017,10:08:06,+045.09373,-074.37622,0138,0000,+000062,+017.6,100676
06/25/2017,10:08:12,+045.09373,-074.37622,0138,0000,+000062,+017.6,100681
06/25/2017,10:08:18,+045.09373,-074.37622,0138,0000,+000062,+017.6,100684
06/25/2017,10:08:24,+045.09373,-074.37622,0138,0000,+000062,+017.6,100678
06/25/2017,10:08:30,+045.09373,-074.37622,0138,0000,+000062,+017.6,100683
06/25/2017,10:08:36,+045.09373,-074.37624,0138,0000,+000062,+017.6,100674
06/25/2017,10:08:42,+045.09373,-074.37624,0138,0000,+000062,+017.6,100690
06/25/2017,10:08:48,+045.09373,-074.37624,0138,0000,+000062,+017.6,100685
06/25/2017,10:08:54,+045.09373,-074.37624,0138,0000,+000062,+017.7,100681
06/25/2017,10:09:00,+045.09374,-074.37624,0138,0000,+000062,+017.7,100673
06/25/2017,10:09:06,+045.09374,-074.37625,0138,0000,+000061,+017.7,100675
06/25/2017,10:09:12,+045.09374,-074.37625,0138,0000,+000061,+017.8,100684
06/25/2017,10:09:18,+045.09374,-074.37625,0138,0000,+000061,+017.8,100674
06/25/2017,10:09:24,+045.09374,-074.37625,0138,0000,+000061,+017.8,100676
06/25/2017,10:09:30,+045.09374,-074.37625,0138,0000,+000061,+017.8,100687
06/25/2017,10:09:36,+045.09373,-074.37625,0138,0001,+000061,+017.9,100676
06/25/2017,10:09:42,+045.09373,-074.37625,0138,0000,+000061,+017.9,100688
06/25/2017,10:09:48,+045.09373,-074.37625,0138,0000,+000061,+018.0,100682
06/25/2017,10:09:54,+045.09373,-074.37625,0138,0000,+000061,+018.0,100680
06/25/2017,10:10:00,+045.09373,-074.37625,0138,0000,+000061,+018.0,100682
06/25/2017,10:10:06,+045.09373,-074.37625,0138,0000,+000061,+018.0,100684
06/25/2017,10:10:12,+045.09373,-074.37625,0138,0000,+000061,+018.0,100677
06/25/2017,10:10:18,+045.09373,-074.37625,0138,0000,+000061,+018.0,100671
06/25/2017,10:10:24,+045.09373,-074.37625,0138,0000,+000061,+018.0,100686
06/25/2017,10:10:30,+045.09373,-074.37625,0138,0000,+000061,+018.0,100676
06/25/2017,10:10:36,+045.09373,-074.37625,0138,0000,+000062,+018.0,100676
06/25/2017,10:10:42,+045.09373,-074.37625,0138,0000,+000062,+018.0,100685
06/25/2017,10:10:48,+045.09372,-074.37625,0138,0000,+000061,+018.0,100679
06/25/2017,10:10:54,+045.09372,-074.37625,0138,0000,+000061,+018.0,100686
06/25/2017,10:11:00,+045.09372,-074.37625,0138,0000,+000061,+018.0,100679
06/25/2017,10:11:06,+045.09373,-074.37625,0138,0000,+000061,+018.0,100677
06/25/2017,10:11:12,+045.09373,-074.37625,0138,0000,+000061,+018.0,100683
06/25/2017,10:11:18,+045.09373,-074.37625,0138,0000,+000061,+018.1,100682
06/25/2017,10:11:24,+045.09372,-074.37625,0138,0000,+000061,+018.1,100685
06/25/2017,10:11:30,+045.09372,-074.37625,0138,0000,+000061,+018.1,100679
06/25/2017,10:11:36,+045.09373,-074.37625,0138,0000,+000061,+018.1,100681
06/25/2017,10:11:42,+045.09373,-074.37625,0138,0000,+000062,+018.1,100678
06/25/2017,10:11:48,+045.09373,-074.37625,0138,0000,+000062,+018.1,100676
06/25/2017,10:11:54,+045.09373,-074.37625,0138,0000,+000062,+018.1,100679
06/25/2017,10:12:00,+045.09373,-074.37625,0138,0000,+000062,+018.1,100676
06/25/2017,10:12:06,+045.09373,-074.37625,0138,0000,+000062,+018.1,100674
06/25/2017,10:12:12,+045.09373,-074.37625,0138,0000,+000062,+018.2,100676
06/25/2017,10:12:18,+045.09373,-074.37625,0138,0000,+000062,+018.3,100669
06/25/2017,10:12:24,+045.09373,-074.37625,0138,0000,+000062,+018.3,100676
06/25/2017,10:12:30,+045.09373,-074.37625,0138,0000,+000062,+018.4,100680
06/25/2017,10:12:36,+045.09373,-074.37625,0138,0000,+000062,+018.5,100669
06/25/2017,10:12:42,+045.09373,-074.37625,0138,0000,+000062,+018.6,100676
06/25/2017,10:12:48,+045.09373,-074.37624,0138,0000,+000062,+018.6,100669
06/25/2017,10:12:54,+045.09373,-074.37623,0138,0000,+000062,+018.6,100680
